port,cvss_score,internet_exposed,service_risk,patch_age,exploit_available,service_popularity,auth_required,known_cve_count,misconfig_score,network_depth,critical_asset,label
80,9.68,1,0.7,1,1,0.68,0,9,0.61,1,0,1
25,4.5,1,0.5,2,1,0.75,1,11,0.63,3,0,1
22,8.2,1,0.6,3,0,0.92,1,15,0.84,1,0,1
443,9.07,0,0.7,2,0,0.38,0,16,0.02,2,1,1
21,8.28,1,0.9,0,0,0.62,1,6,0.86,2,1,1
25,4.89,1,0.5,2,1,0.75,0,3,0.05,5,0,1
3306,6.68,1,0.8,3,0,0.89,0,7,0.72,4,0,1
445,9.12,1,0.9,4,0,0.66,0,17,0.32,2,1,1
21,3.18,0,0.9,1,0,0.72,1,2,0.66,3,0,0
80,7.08,1,0.7,2,0,0.86,0,0,0.38,2,1,1
21,6.06,1,0.9,3,1,0.77,1,7,0.83,3,1,1
110,5.4,1,0.6,4,0,0.92,0,0,0.77,4,1,1
21,4.48,0,0.9,3,0,0.49,0,14,0.66,4,0,1
22,3.77,1,0.6,0,0,0.32,1,0,0.48,3,0,0
53,9.48,0,0.4,3,0,0.41,0,15,0.88,3,0,1
21,5.61,1,0.9,0,1,0.65,1,9,0.53,1,1,1
443,9.36,1,0.7,0,1,0.72,0,5,0.21,2,1,1
22,3.94,0,0.6,4,1,0.89,1,2,0.82,1,1,1
445,4.59,1,0.9,3,1,0.82,0,12,0.58,4,1,1
22,5.29,1,0.6,5,0,0.92,1,19,0.33,3,1,1
21,6.19,0,0.9,1,1,0.78,1,2,0.22,1,1,1
139,6.87,0,0.8,1,0,0.75,0,16,0.81,4,1,1
23,8.78,0,0.95,1,1,0.54,0,17,0.87,4,0,1
110,8.92,1,0.6,2,1,0.57,0,1,0.21,4,0,1
3306,3.3,0,0.8,0,1,0.74,0,14,0.76,2,1,1
22,7.89,0,0.6,3,0,0.42,0,9,0.15,4,0,1
139,4.66,0,0.8,3,1,0.59,1,6,0.58,3,1,1
3389,3.6,1,0.85,1,0,0.71,0,13,0.67,1,1,1
3389,9.36,0,0.85,3,0,0.73,1,13,0.54,4,0,1
445,3.84,1,0.9,0,0,0.6,0,18,0.13,5,0,1
23,4.15,0,0.95,2,1,0.89,1,20,0.67,2,1,1
443,7.08,1,0.7,4,0,0.4,0,6,0.44,1,1,1
53,4.5,0,0.4,1,0,0.42,1,3,0.54,2,1,0
22,7.57,0,0.6,1,1,0.88,1,18,0.77,1,0,1
110,4.71,0,0.6,0,1,0.79,0,14,0.97,2,1,1
110,7.7,1,0.6,2,1,0.45,1,3,0.17,3,0,1
110,9.51,1,0.6,4,1,0.31,1,17,0.22,1,0,1
25,8.08,1,0.5,3,0,0.5,1,17,0.13,3,1,1
143,5.11,1,0.6,3,0,0.81,1,4,0.3,3,0,1
443,9.54,1,0.7,3,1,0.36,1,7,0.19,1,1,1
22,4.49,0,0.6,2,0,0.93,1,13,0.41,4,0,0
3389,5.94,1,0.85,5,0,0.33,0,19,0.89,5,1,1
143,7.75,1,0.6,3,0,0.52,0,12,0.01,4,1,1
25,6.49,1,0.5,4,0,0.63,1,9,0.38,2,1,1
143,9.0,1,0.6,3,1,0.82,1,14,0.43,1,0,1
3389,4.97,1,0.85,4,1,0.62,0,9,0.44,5,0,1
3306,6.85,1,0.8,4,0,0.69,1,20,0.82,2,0,1
25,5.46,1,0.5,5,0,0.46,0,6,0.33,1,0,1
53,9.74,1,0.4,1,1,0.68,0,7,0.6,2,1,1
3389,7.36,0,0.85,3,1,0.57,0,9,0.2,3,0,1
21,3.74,0,0.9,0,1,0.37,0,7,0.77,5,1,1
22,4.84,1,0.6,3,0,0.83,1,4,0.62,3,0,1
53,4.65,1,0.4,1,1,0.82,0,1,0.06,3,0,1
139,6.47,1,0.8,5,1,0.3,1,8,0.93,1,1,1
110,6.98,1,0.6,1,1,0.58,1,9,0.43,5,0,1
143,4.59,0,0.6,4,1,0.98,1,20,0.97,2,1,1
445,5.28,0,0.9,3,1,0.55,1,13,0.27,2,1,1
23,3.61,1,0.95,2,0,0.8,1,13,0.2,2,1,1
3306,3.07,1,0.8,5,0,0.83,0,14,0.83,5,1,1
25,8.1,0,0.5,1,0,0.77,1,8,0.18,4,1,1
53,8.73,0,0.4,5,1,0.93,0,3,0.8,1,0,1
445,3.22,0,0.9,3,1,0.49,1,15,0.07,1,1,1
143,9.96,1,0.6,0,0,0.57,1,4,0.61,5,0,1
445,4.54,1,0.9,1,0,0.49,1,10,0.57,5,1,1
53,3.24,1,0.4,0,1,0.95,0,10,0.36,2,1,1
3389,4.29,1,0.85,0,1,0.67,0,17,0.41,1,1,1
443,5.38,1,0.7,1,0,0.5,0,12,0.46,2,0,1
25,3.93,1,0.5,5,0,0.95,0,16,0.08,3,0,1
53,6.9,0,0.4,5,0,0.64,1,7,0.95,1,1,1
22,3.72,0,0.6,5,0,0.74,0,20,0.79,3,0,1
3306,7.08,0,0.8,4,0,0.54,1,18,0.94,2,0,1
80,9.13,0,0.7,5,0,0.49,1,3,0.94,4,1,1
23,7.4,0,0.95,2,0,0.41,0,0,0.24,3,1,1
25,5.23,0,0.5,1,1,0.9,0,7,0.1,2,1,1
3306,7.54,1,0.8,2,1,0.81,0,14,0.19,1,1,1
445,3.96,1,0.9,2,1,0.74,0,12,0.75,5,1,1
53,4.22,0,0.4,1,0,0.32,1,2,0.0,5,0,0
3389,7.18,1,0.85,3,1,0.34,0,5,0.16,4,1,1
80,3.42,1,0.7,4,1,0.53,1,2,0.72,1,0,1
22,3.29,0,0.6,2,1,0.41,0,13,0.25,5,1,1
22,8.32,1,0.6,2,0,0.47,0,0,0.07,5,1,1
443,8.36,0,0.7,2,0,0.82,0,4,0.24,5,0,0
21,3.09,0,0.9,2,1,0.73,1,11,0.84,2,0,1
139,3.53,1,0.8,5,1,0.63,0,19,0.73,2,1,1
3389,4.85,1,0.85,3,1,0.5,0,18,0.92,1,0,1
23,5.53,0,0.95,5,0,0.83,1,7,0.61,1,1,1
21,7.72,1,0.9,5,0,0.82,0,17,0.41,3,0,1
3306,7.2,1,0.8,4,1,0.51,1,13,0.54,2,0,1
445,8.34,0,0.9,2,0,0.68,0,1,0.96,2,1,1
21,7.41,1,0.9,0,0,0.97,1,18,0.53,5,1,1
23,6.49,0,0.95,5,0,0.65,0,7,0.51,5,1,1
21,3.19,0,0.9,3,0,0.81,1,8,0.59,1,0,1
3306,3.4,0,0.8,1,1,0.95,0,11,0.41,5,0,1
25,4.98,1,0.5,2,1,0.96,0,17,0.44,1,1,1
443,3.19,0,0.7,2,0,0.81,0,16,0.68,1,0,0
22,4.69,1,0.6,4,1,0.5,1,11,0.58,1,0,1
445,3.12,1,0.9,3,0,0.47,1,7,0.8,5,0,1
139,8.58,0,0.8,0,0,0.56,0,1,0.25,1,0,0
110,9.15,0,0.6,5,1,0.75,0,6,0.23,4,1,1
139,6.13,0,0.8,1,0,0.89,1,17,0.22,3,1,1
23,6.1,1,0.95,1,0,0.42,0,11,0.34,4,0,1
139,7.84,1,0.8,5,0,0.38,1,14,0.64,2,0,1
25,5.58,1,0.5,2,0,0.69,0,12,0.76,4,0,1
53,4.48,0,0.4,3,1,0.97,0,19,0.09,4,1,1
3306,7.06,1,0.8,1,1,0.64,1,10,0.68,1,1,1
445,6.3,1,0.9,2,1,0.6,0,15,0.25,2,0,1
445,9.23,1,0.9,3,0,0.5,1,13,0.95,5,0,1
53,5.99,1,0.4,2,1,0.5,0,15,0.94,3,0,1
21,8.87,1,0.9,2,1,0.67,1,16,0.96,3,0,1
23,5.53,1,0.95,3,1,0.46,1,17,0.19,1,0,1
53,8.39,1,0.4,1,1,1.0,1,18,0.63,4,1,1
445,7.16,1,0.9,4,0,0.81,0,4,0.72,5,0,1
445,5.16,1,0.9,5,0,0.9,0,5,0.2,2,1,1
143,7.3,1,0.6,1,0,0.79,0,14,0.38,1,0,1
110,4.58,0,0.6,2,0,0.93,0,16,0.59,1,1,1
25,3.95,0,0.5,1,0,0.42,1,0,0.49,2,0,0
3389,8.83,1,0.85,4,1,0.83,1,9,0.4,3,0,1
21,8.92,1,0.9,1,1,0.42,1,17,0.75,2,1,1
25,9.58,1,0.5,3,0,1.0,0,7,0.39,5,1,1
3306,4.56,0,0.8,4,1,0.69,0,0,0.36,2,0,1
80,6.3,0,0.7,3,0,0.53,0,8,0.68,3,1,1
143,5.3,1,0.6,2,0,1.0,1,8,0.02,4,0,1
3389,6.01,1,0.85,1,0,0.61,1,9,0.02,2,1,1
445,3.03,1,0.9,0,0,0.4,1,9,0.9,2,0,1
80,4.43,1,0.7,2,0,0.41,1,14,0.14,5,1,1
22,3.0,1,0.6,0,1,0.63,0,11,0.62,2,1,1
22,9.74,1,0.6,1,0,0.76,0,4,0.03,4,0,1
25,8.69,1,0.5,0,0,0.36,0,8,0.44,2,0,1
23,3.76,1,0.95,4,0,0.44,1,11,0.63,1,0,1
445,6.72,1,0.9,5,0,0.79,1,3,0.81,3,1,1
445,8.39,1,0.9,5,0,0.99,0,19,0.96,4,1,1
22,9.52,0,0.6,0,1,0.85,1,8,0.57,4,1,1
139,6.21,1,0.8,4,1,0.53,0,5,0.05,2,0,1
25,4.79,1,0.5,2,0,0.37,1,20,0.95,3,1,1
25,6.98,0,0.5,4,0,0.33,1,10,0.58,4,1,1
21,9.22,0,0.9,4,0,0.66,0,8,0.28,5,0,1
110,9.4,1,0.6,1,1,0.61,0,2,0.28,4,0,1
25,3.37,1,0.5,4,1,0.88,0,5,0.47,1,1,1
139,9.84,1,0.8,3,0,0.79,0,0,0.93,2,0,1
3306,6.05,1,0.8,1,1,0.91,1,11,0.01,1,0,1
21,7.5,0,0.9,5,0,0.79,1,13,0.19,3,0,1
22,3.08,0,0.6,4,0,0.84,1,2,0.95,5,1,1
23,7.97,1,0.95,0,0,0.65,0,17,0.23,5,1,1
139,3.25,1,0.8,2,1,0.7,1,3,0.06,2,0,1
53,5.77,0,0.4,2,1,0.46,1,3,0.37,3,1,1
110,8.96,1,0.6,3,0,0.4,1,6,0.86,3,0,1
110,3.69,0,0.6,3,0,0.89,1,1,0.92,3,0,0
80,4.95,0,0.7,0,0,0.33,1,18,0.66,2,1,1
110,3.85,0,0.6,1,0,0.95,1,0,0.08,3,0,0
443,5.55,0,0.7,0,1,0.66,1,17,0.0,1,0,1
21,5.23,1,0.9,3,0,0.82,0,6,0.27,2,0,1
21,8.49,0,0.9,2,1,0.83,0,12,0.65,3,1,1
21,8.32,0,0.9,2,0,0.87,1,19,0.45,5,0,1
53,3.48,1,0.4,2,0,0.45,0,14,0.45,3,0,1
110,4.36,0,0.6,5,1,0.75,0,6,0.54,2,0,1
139,9.07,0,0.8,0,0,0.53,1,19,0.65,4,1,1
80,3.34,0,0.7,5,0,0.67,1,4,0.2,4,1,1
25,3.22,0,0.5,2,1,0.74,1,19,0.1,1,1,1
3389,8.31,1,0.85,0,1,0.46,0,7,0.4,3,0,1
22,4.5,1,0.6,2,0,0.37,0,7,0.31,3,1,1
3389,6.41,0,0.85,1,1,0.58,0,3,0.42,4,0,1
80,5.31,0,0.7,3,0,0.33,0,13,0.43,5,1,1
139,6.98,1,0.8,3,0,0.85,1,18,0.35,3,0,1
3306,9.36,0,0.8,3,1,0.7,1,5,0.24,4,1,1
445,4.92,0,0.9,1,0,0.32,1,17,0.74,3,0,1
3306,5.87,0,0.8,1,1,0.8,0,13,0.89,3,1,1
3389,5.45,1,0.85,3,0,0.65,0,1,0.84,5,0,1
21,9.61,0,0.9,0,1,0.34,0,12,0.82,1,0,1
3306,7.93,1,0.8,4,1,0.52,1,9,0.95,4,1,1
53,5.74,1,0.4,0,1,0.98,0,10,0.97,5,1,1
25,8.02,0,0.5,5,0,0.67,0,13,0.63,5,1,1
139,4.63,0,0.8,1,1,0.42,0,20,0.24,4,0,1
445,4.66,0,0.9,0,0,0.43,1,1,0.86,4,1,0
80,3.46,0,0.7,1,1,0.63,1,2,0.6,4,0,1
143,9.33,1,0.6,2,0,0.94,1,9,0.68,3,0,1
21,8.68,0,0.9,3,0,0.78,1,10,0.88,3,1,1
3306,3.6,1,0.8,4,0,0.49,1,14,0.43,2,1,1
443,5.26,0,0.7,1,1,0.42,1,0,0.62,1,0,1
21,4.89,0,0.9,3,1,0.51,1,11,0.73,4,0,1
3389,7.57,0,0.85,0,1,0.78,1,20,0.96,2,1,1
139,8.67,1,0.8,4,1,0.43,1,2,0.81,1,1,1
139,8.67,1,0.8,4,1,0.99,1,17,0.81,4,1,1
445,6.16,0,0.9,3,0,0.92,0,6,1.0,1,1,1
3389,5.75,1,0.85,4,0,0.71,0,12,0.23,2,0,1
80,8.82,1,0.7,4,1,0.32,1,11,0.96,3,0,1
22,6.72,1,0.6,3,0,0.52,0,19,0.88,1,0,1
3389,7.19,1,0.85,0,0,0.67,1,11,0.96,3,1,1
53,8.25,0,0.4,5,1,0.81,0,10,0.76,3,0,1
3389,8.77,0,0.85,1,0,0.48,0,4,0.58,1,0,1
110,4.12,1,0.6,3,0,0.63,0,9,0.77,4,0,1
445,4.28,1,0.9,5,1,0.7,1,8,0.58,3,0,1
25,6.29,0,0.5,1,0,0.47,0,11,0.5,1,1,1
3389,5.58,0,0.85,2,0,0.76,1,15,0.89,1,0,1
53,5.69,0,0.4,4,1,0.65,1,12,0.96,3,1,1
23,9.43,0,0.95,0,0,0.61,0,9,0.18,2,1,1
3389,4.32,1,0.85,3,1,0.95,1,13,0.77,4,0,1
80,5.01,1,0.7,3,1,0.75,1,2,0.03,1,1,1
21,4.6,1,0.9,0,0,0.95,0,13,0.07,5,0,1
443,7.19,0,0.7,4,0,0.45,0,18,0.88,4,1,1
443,7.47,0,0.7,5,1,0.89,0,10,0.7,1,0,1
80,3.94,0,0.7,5,0,0.75,0,17,0.08,4,1,1
23,5.05,1,0.95,1,0,0.41,1,7,0.51,4,0,1
23,7.04,0,0.95,3,0,0.71,0,14,0.85,5,0,1
80,8.87,1,0.7,4,1,0.37,1,14,0.32,3,1,1
22,8.0,1,0.6,4,1,0.76,1,19,0.44,3,1,1
445,5.78,1,0.9,2,0,0.76,1,13,0.03,1,0,1
21,9.43,0,0.9,3,1,0.91,0,18,0.12,4,1,1
3306,8.13,0,0.8,1,0,0.31,1,15,0.96,2,1,1
25,7.18,0,0.5,3,0,0.61,1,15,0.59,4,0,1
443,5.32,1,0.7,0,1,0.32,0,17,0.27,5,0,1
21,7.03,0,0.9,3,0,0.88,1,11,0.12,1,0,1
139,9.94,1,0.8,1,1,0.79,0,0,0.34,2,0,1
110,3.65,0,0.6,2,1,0.41,1,13,0.49,3,0,1
110,4.71,0,0.6,4,0,0.45,0,14,0.74,3,1,1
22,6.72,1,0.6,4,1,0.48,0,18,0.06,5,1,1
443,8.95,0,0.7,3,0,0.97,1,1,0.65,4,0,1
80,6.6,1,0.7,0,1,0.52,1,11,0.63,2,0,1
23,6.5,0,0.95,0,1,0.9,0,11,0.48,4,0,1
3306,3.51,1,0.8,5,1,0.34,0,16,0.69,1,1,1
3389,5.64,1,0.85,0,1,0.62,0,12,0.57,3,1,1
21,5.45,0,0.9,3,1,0.72,1,9,0.33,5,0,1
443,3.88,0,0.7,0,1,0.65,1,9,0.6,4,0,1
25,3.6,1,0.5,3,1,0.57,1,20,0.95,5,0,1
443,3.9,0,0.7,1,0,0.75,0,10,0.52,2,1,0
53,7.99,1,0.4,4,0,0.32,0,9,0.7,2,1,1
80,3.18,0,0.7,4,0,0.37,1,3,0.09,3,1,1
110,3.99,0,0.6,5,0,0.68,0,14,0.96,2,1,1
23,4.0,0,0.95,5,1,0.69,0,6,0.88,3,1,1
23,3.04,0,0.95,5,0,0.81,1,7,0.21,1,1,1
23,7.55,1,0.95,2,0,0.6,1,15,0.63,3,0,1
21,3.33,0,0.9,4,0,0.54,0,4,0.8,2,0,1
25,4.87,0,0.5,3,1,0.63,1,1,0.02,4,1,1
53,3.22,1,0.4,5,1,0.94,1,3,0.26,1,1,1
443,9.41,0,0.7,3,1,0.8,0,12,0.02,5,0,1
53,4.73,1,0.4,4,0,0.59,0,15,0.25,2,1,1
53,6.54,1,0.4,1,0,0.78,0,14,0.17,1,0,1
445,5.21,0,0.9,0,0,0.6,1,8,0.62,1,1,1
443,4.81,1,0.7,2,0,0.37,1,12,0.6,4,1,1
22,3.11,1,0.6,5,0,0.37,1,10,0.36,2,1,1
143,8.83,0,0.6,5,0,0.66,1,1,0.8,2,0,1
22,9.02,0,0.6,4,1,0.45,1,15,0.08,4,0,1
3389,5.26,0,0.85,4,1,0.64,1,15,0.58,3,0,1
3306,8.38,0,0.8,1,0,0.31,1,14,0.72,3,1,1
139,3.93,1,0.8,2,1,0.74,1,6,0.55,2,1,1
80,5.77,1,0.7,2,1,0.86,1,7,0.99,3,1,1
3306,9.46,0,0.8,0,1,0.62,0,16,0.02,5,1,1
443,7.98,0,0.7,2,1,0.57,1,5,0.39,5,1,1
25,7.83,0,0.5,1,0,0.74,0,10,0.51,3,0,0
25,7.74,0,0.5,2,1,0.5,1,7,0.67,2,0,1
25,7.46,0,0.5,5,1,0.39,0,0,0.15,3,1,1
21,9.1,0,0.9,1,0,0.69,1,6,0.43,4,0,1
445,8.87,0,0.9,0,0,0.78,0,16,0.2,4,1,1
21,3.4,0,0.9,2,0,0.32,0,8,0.56,1,1,1
25,6.69,0,0.5,0,0,0.78,0,4,0.43,1,0,0
25,6.48,1,0.5,1,0,0.46,0,19,0.39,3,0,1
443,9.39,0,0.7,4,1,0.63,1,1,0.04,1,1,1
53,8.82,1,0.4,0,0,0.64,1,18,0.28,2,0,1
21,9.71,1,0.9,5,0,0.55,1,10,0.85,3,0,1
139,4.99,0,0.8,5,1,0.42,1,4,0.43,4,0,1
21,3.41,0,0.9,0,1,0.83,0,10,0.22,4,1,1
143,4.59,0,0.6,5,0,0.84,0,4,0.78,3,1,1
80,6.72,1,0.7,2,0,0.97,0,19,0.63,3,1,1
445,3.9,0,0.9,3,0,0.75,1,10,0.77,3,1,1
143,7.22,0,0.6,3,1,0.67,0,19,0.15,5,1,1
53,7.56,0,0.4,3,0,0.47,1,8,0.86,5,0,1
139,3.92,1,0.8,1,0,0.92,0,2,0.43,2,0,1
23,7.55,1,0.95,3,0,0.38,1,9,0.32,1,0,1
23,7.32,1,0.95,2,0,0.33,0,6,0.91,5,1,1
443,3.39,0,0.7,1,0,0.47,0,16,0.5,4,1,1
22,6.26,1,0.6,1,1,0.42,1,16,0.26,2,1,1
22,4.48,1,0.6,4,0,0.82,1,1,0.26,1,1,1
110,7.54,1,0.6,4,1,0.68,1,15,0.47,5,0,1
445,3.34,0,0.9,3,0,0.38,0,20,0.75,2,1,1
22,7.49,0,0.6,5,1,0.63,1,20,0.82,2,0,1
443,5.58,1,0.7,3,1,0.81,0,10,0.34,2,1,1
3389,6.34,0,0.85,1,0,0.88,1,14,0.33,2,0,0
143,7.15,1,0.6,0,1,0.76,1,20,0.21,1,0,1
139,7.45,0,0.8,1,1,0.72,1,7,0.4,1,1,1
3306,4.29,1,0.8,0,1,0.68,0,20,0.19,5,0,1
110,6.89,1,0.6,4,1,0.51,0,16,0.36,3,0,1
80,3.33,1,0.7,1,1,0.52,1,5,0.07,3,0,1
25,6.34,1,0.5,1,1,0.84,0,11,0.82,2,0,1
110,3.27,0,0.6,3,1,0.97,0,17,0.01,4,0,1
22,9.89,1,0.6,4,0,0.46,1,18,0.6,1,0,1
21,6.93,1,0.9,5,0,0.36,1,15,0.67,3,0,1
443,6.01,1,0.7,0,1,0.99,0,5,0.7,2,1,1
21,4.73,1,0.9,0,1,0.7,1,5,0.3,4,1,1
25,3.52,0,0.5,5,1,0.63,1,18,0.93,3,0,1
3389,5.56,0,0.85,1,0,0.55,1,10,0.6,5,0,0
21,7.76,1,0.9,2,1,0.92,1,6,0.06,2,0,1
445,6.78,1,0.9,0,0,0.61,0,18,0.97,4,1,1
80,7.71,1,0.7,4,1,0.67,1,18,0.9,5,1,1
80,7.53,1,0.7,1,0,0.49,1,2,0.54,2,0,1
21,3.13,0,0.9,1,1,0.44,0,3,0.5,5,1,1
139,3.57,1,0.8,4,1,0.73,1,15,0.37,5,0,1
139,7.68,0,0.8,2,0,0.99,1,4,0.41,3,0,1
443,6.47,1,0.7,5,0,0.54,0,9,0.38,1,0,1
53,8.68,1,0.4,4,0,0.34,0,4,0.81,1,1,1
445,6.23,0,0.9,3,1,0.66,0,8,0.34,5,0,1
445,7.53,1,0.9,0,0,0.85,1,17,0.26,5,1,1
3389,5.16,0,0.85,1,1,0.64,0,1,0.43,1,1,1
443,7.45,0,0.7,1,1,0.63,0,1,0.38,4,0,1
3306,9.52,0,0.8,4,1,0.74,1,6,0.2,1,0,1
443,5.02,1,0.7,4,1,0.51,0,19,0.27,2,0,1
21,4.33,1,0.9,4,0,0.83,0,20,0.18,4,0,1
21,5.27,0,0.9,4,1,0.78,1,10,0.37,2,0,1
21,3.25,0,0.9,1,0,0.98,1,14,0.95,2,0,0
21,3.16,0,0.9,0,1,0.57,1,2,0.75,1,0,1
143,3.57,0,0.6,2,1,0.57,1,1,0.58,5,0,1
445,6.13,1,0.9,4,1,0.86,0,7,0.27,1,1,1
445,8.63,0,0.9,1,1,0.39,1,10,0.83,3,1,1
445,4.75,0,0.9,3,1,0.9,1,11,0.38,1,1,1
3389,6.06,1,0.85,5,1,0.93,0,2,0.93,3,1,1
443,9.79,0,0.7,4,0,0.58,0,19,0.18,3,0,1
21,5.3,0,0.9,3,1,0.99,1,2,0.42,3,1,1
443,3.34,0,0.7,1,1,0.65,1,5,0.46,2,1,1
23,5.35,1,0.95,1,1,0.89,1,5,0.97,1,0,1
139,6.04,1,0.8,0,1,0.72,1,18,1.0,2,0,1
22,6.62,0,0.6,5,1,0.71,1,1,0.05,3,1,1
3306,9.44,0,0.8,2,1,0.91,0,18,0.17,3,0,1
22,7.19,0,0.6,4,1,0.74,1,2,0.25,5,0,1
445,5.95,1,0.9,1,0,0.3,0,12,0.9,1,1,1
25,3.47,0,0.5,1,0,0.34,1,7,0.52,3,1,0
22,5.19,0,0.6,3,0,0.4,0,10,0.62,4,1,1
110,3.62,0,0.6,1,0,0.67,1,12,0.35,1,1,0
445,7.81,0,0.9,5,1,0.98,1,4,0.01,1,1,1
3306,6.0,1,0.8,2,0,0.46,1,20,0.19,4,0,1
3389,7.35,0,0.85,0,1,0.87,0,1,0.63,5,0,1
21,8.35,0,0.9,5,0,0.76,0,12,0.68,3,0,1
21,5.24,0,0.9,1,1,0.76,0,16,0.6,5,1,1
3306,4.02,1,0.8,2,0,0.66,1,14,0.02,3,1,1
143,9.77,0,0.6,1,1,0.98,0,3,0.61,3,1,1
23,3.73,0,0.95,1,0,0.66,1,2,0.38,5,1,0
80,6.85,0,0.7,4,0,0.35,1,2,0.88,5,0,1
22,9.52,0,0.6,4,0,0.87,1,11,0.56,5,1,1
445,3.09,1,0.9,5,0,0.83,1,10,0.97,1,1,1
22,6.03,1,0.6,5,0,0.78,0,11,0.58,5,0,1
3389,4.76,0,0.85,5,1,0.47,0,10,0.87,2,0,1
53,9.04,0,0.4,3,1,0.51,0,11,0.37,4,0,1
3306,5.03,1,0.8,2,0,0.9,1,19,0.06,1,0,1
445,6.12,1,0.9,5,0,0.81,1,20,0.1,3,0,1
23,9.83,0,0.95,1,1,0.57,1,14,0.51,3,0,1
3389,6.34,1,0.85,1,1,0.89,0,2,0.28,1,1,1
21,7.9,1,0.9,0,0,0.35,1,20,0.81,5,0,1
80,7.98,1,0.7,2,0,0.86,0,0,0.39,5,0,1
23,6.37,0,0.95,3,0,0.99,1,15,0.41,3,1,1
3389,5.22,0,0.85,2,0,0.67,1,14,0.32,2,1,1
53,6.32,0,0.4,4,0,0.49,1,8,0.56,4,1,1
23,6.34,0,0.95,1,1,0.69,1,7,0.69,4,1,1
143,6.53,1,0.6,1,1,0.86,0,15,0.59,3,0,1
21,9.3,0,0.9,3,1,0.83,1,1,0.07,3,0,1
143,6.08,1,0.6,3,0,0.55,1,11,0.59,1,1,1
22,9.26,0,0.6,1,1,1.0,1,11,0.13,2,0,1
3306,9.23,1,0.8,1,0,0.63,0,1,0.88,4,0,1
23,3.26,0,0.95,3,0,0.71,0,16,0.52,5,1,1
110,3.23,0,0.6,5,1,1.0,0,19,0.53,1,0,1
22,6.98,0,0.6,3,0,0.64,1,19,0.21,4,1,1
443,4.8,1,0.7,4,1,0.99,1,16,0.87,5,1,1
22,9.08,0,0.6,5,1,0.32,1,19,0.29,5,1,1
80,6.49,1,0.7,0,0,0.6,1,8,0.69,2,1,1
25,3.66,1,0.5,1,1,0.48,0,15,0.57,4,0,1
3306,7.51,1,0.8,1,0,0.41,1,17,0.22,3,0,1
443,5.48,1,0.7,1,1,0.8,1,2,0.39,1,0,1
3306,9.17,1,0.8,0,0,0.31,0,9,0.29,3,1,1
445,6.59,0,0.9,0,1,0.41,0,11,0.4,3,1,1
80,9.12,0,0.7,0,1,0.57,1,5,0.1,1,0,1
23,5.28,0,0.95,5,0,0.5,1,0,0.59,2,0,1
110,6.81,1,0.6,3,0,0.52,1,15,0.99,1,0,1
443,9.69,1,0.7,1,0,0.96,1,17,0.51,4,1,1
53,5.77,1,0.4,3,1,0.49,0,19,0.5,3,0,1
445,4.27,0,0.9,0,0,0.53,0,10,0.55,5,0,0
3389,7.22,1,0.85,2,1,0.89,1,14,0.15,5,0,1
25,6.95,0,0.5,1,1,0.97,1,11,0.77,1,1,1
25,9.05,1,0.5,1,1,0.87,1,20,0.01,3,1,1
3389,9.97,0,0.85,3,1,0.58,1,16,0.36,4,1,1
80,8.68,1,0.7,3,0,0.93,0,5,0.87,4,0,1
3389,3.49,1,0.85,0,1,0.44,0,17,0.52,4,0,1
22,3.71,0,0.6,3,0,0.52,0,20,0.68,3,1,1
443,8.59,0,0.7,2,1,0.78,1,4,0.86,3,1,1
139,6.75,0,0.8,1,1,0.82,0,20,0.54,1,0,1
110,8.22,0,0.6,2,1,0.52,1,5,0.64,5,0,1
139,3.94,0,0.8,2,0,1.0,1,20,0.18,3,1,1
139,7.65,1,0.8,2,1,0.82,1,18,0.22,3,1,1
21,8.44,0,0.9,0,0,0.75,1,11,0.65,3,1,1
143,8.92,1,0.6,4,0,0.91,1,1,0.26,1,0,1
443,7.98,0,0.7,1,0,0.5,1,2,0.93,4,0,0
3306,7.87,1,0.8,5,0,0.62,0,8,0.9,5,1,1
80,6.66,1,0.7,2,0,0.66,1,5,0.52,1,1,1
110,5.29,0,0.6,1,1,0.54,1,19,0.22,1,1,1
22,9.8,1,0.6,3,0,0.81,0,8,0.82,5,1,1
445,6.38,0,0.9,4,1,0.84,0,7,0.25,5,1,1
3389,5.71,0,0.85,2,0,0.37,0,4,0.12,2,1,1
139,9.62,0,0.8,5,1,0.53,1,8,0.69,1,1,1
53,8.18,0,0.4,1,0,0.57,0,5,0.59,5,1,1
22,5.25,1,0.6,3,0,0.55,0,7,0.99,3,0,1
3389,3.3,0,0.85,0,0,0.68,0,0,0.11,1,1,0
53,6.55,0,0.4,1,1,0.32,1,15,0.09,4,0,1
80,9.85,0,0.7,2,0,0.63,1,6,0.54,3,0,1
3306,9.2,1,0.8,1,0,0.98,0,14,0.38,3,0,1
443,8.46,1,0.7,2,0,0.46,0,16,0.73,1,0,1
139,7.42,0,0.8,3,1,0.36,0,18,0.45,1,0,1
110,6.58,0,0.6,4,0,0.3,1,15,0.66,5,1,1
25,4.94,1,0.5,1,0,0.82,0,6,0.04,1,0,0
110,9.05,0,0.6,4,1,0.79,1,12,0.77,2,0,1
80,4.84,0,0.7,5,1,0.8,1,0,0.13,3,1,1
3306,4.29,0,0.8,1,1,0.94,1,12,0.13,2,0,1
80,5.44,1,0.7,4,1,0.47,1,10,0.65,2,1,1
